agent,iteration,layer1,layer2,decision, payoff, norm or self, change
agent06d,376,32,33,31,31.0,norm,0
agent06e,376,32,33,31,31.0,norm,0
agent06f,376,32,32,32,32.0,norm eq. self,0
agent070,376,32,33,31,31.0,norm,0
agent071,376,30,32,30,30.0,norm eq. self,0
agent072,376,33,33,31,31.0,norm,0
agent073,376,32,33,31,31.0,norm,0
agent074,376,30,33,30,30.0,norm eq. self,0
agent075,376,32,32,31,31.0,norm,0
agent076,376,32,33,31,31.0,norm,0
agent077,376,27,33,26,26.0,norm,0
agent078,376,34,33,31,31.0,norm,0
agent079,376,33,33,31,31.0,norm,0
agent07a,376,33,32,32,32.0,norm,0
agent07b,376,32,33,31,31.0,norm,0
agent07c,376,35,33,33,33.0,norm,0
agent07d,376,28,33,27,27.0,norm,0
agent07e,376,34,34,31,31.0,norm,0
agent07f,376,34,32,31,31.0,norm,0
agent080,376,33,32,32,32.0,norm,0
agent081,376,28,32,27,27.0,norm,0
agent082,376,33,32,32,32.0,norm,0
agent083,376,32,33,31,31.0,norm,0
agent084,376,28,33,27,27.0,norm,0
agent085,376,27,34,26,26.0,norm,0
agent086,376,36,33,33,33.0,norm,0
agent087,376,31,32,31,31.0,norm eq. self,0
agent088,376,33,32,32,32.0,norm,0
agent089,376,29,32,29,29.0,norm eq. self,0
agent08a,376,29,32,29,29.0,norm eq. self,0
agent08b,376,34,32,31,31.0,norm,0
agent08c,376,33,32,31,31.0,norm,0
agent08d,376,33,32,31,31.0,norm,0
agent08e,376,33,32,31,31.0,norm,0
agent08f,376,32,32,31,31.0,norm,0
agent090,376,33,32,31,31.0,norm,0
agent091,376,32,32,31,31.0,norm,0
agent092,376,33,32,32,32.0,norm,0
agent093,376,32,34,31,31.0,norm,0
agent094,376,27,33,27,27.0,norm eq. self,0
agent095,376,30,32,30,30.0,norm eq. self,0
agent096,376,33,32,31,31.0,norm,0
agent097,376,33,32,32,32.0,norm,0
agent098,376,33,32,31,31.0,norm,0
agent099,376,32,32,31,31.0,norm,0
agent09a,376,35,32,32,32.0,norm,0
agent09b,376,36,33,33,33.0,norm,0
agent09c,376,30,32,30,30.0,norm eq. self,0
agent09d,376,32,32,31,31.0,norm,0
agent09e,376,34,32,31,31.0,norm,0
agent09f,376,34,32,33,33.0,norm,0
agent0a0,376,32,33,31,31.0,norm,0
agent0a1,376,32,33,31,31.0,norm,0
agent0a2,376,34,32,33,33.0,norm,0
agent0a3,376,32,33,31,31.0,norm,0
agent0a4,376,27,33,27,27.0,norm eq. self,0
agent0a5,376,29,32,29,29.0,norm eq. self,0
agent0a6,376,29,33,29,29.0,norm eq. self,0
agent0a7,376,32,33,31,31.0,norm,0
agent0a8,376,32,33,31,31.0,norm,0
agent0a9,376,32,32,31,31.0,norm,0
agent0aa,376,32,33,31,31.0,norm,0
agent0ab,376,33,32,31,31.0,norm,0
agent0ac,376,33,32,31,31.0,norm,0
agent0ad,376,33,33,31,31.0,norm,0
agent0ae,376,34,32,32,32.0,norm,0
agent0af,376,27,32,26,26.0,norm,0
agent0b0,376,32,33,31,31.0,norm,0
agent0b1,376,34,33,31,31.0,norm,0
agent0b2,376,32,32,31,31.0,norm,0
agent0b3,376,33,32,32,32.0,norm,0
agent0b4,376,28,33,27,27.0,norm,0
agent0b5,376,27,34,27,27.0,norm eq. self,0
agent0b6,376,30,32,30,30.0,norm eq. self,0
agent0b7,376,32,33,31,31.0,norm,0
agent0b8,376,33,32,31,31.0,norm,0
agent0b9,376,35,33,33,33.0,norm,0
agent0ba,376,33,33,31,31.0,norm,0
agent0bb,376,27,33,26,26.0,norm,0
agent0bc,376,33,32,31,31.0,norm,0
agent0bd,376,33,32,32,32.0,norm,0
agent0be,376,33,32,31,31.0,norm,0
agent0bf,376,30,32,30,30.0,norm eq. self,0
agent0c0,376,32,33,31,31.0,norm,0
agent0c1,376,32,33,31,31.0,norm,0
agent0c2,376,32,33,31,31.0,norm,0
agent0c3,376,33,33,32,32.0,norm,0
agent0c4,376,29,33,29,29.0,norm eq. self,0
agent0c5,376,29,33,29,29.0,norm eq. self,0
agent0c6,376,33,33,31,31.0,norm,0
agent0c7,376,35,32,32,32.0,norm,0
agent000,377,33,32,31,31.0,norm,0
agent001,377,32,34,31,31.0,norm,0
agent002,377,32,33,31,31.0,norm,0
agent003,377,28,32,27,27.0,norm,0
agent004,377,33,32,31,31.0,norm,0
agent005,377,32,33,31,31.0,norm,0
agent006,377,33,33,32,32.0,norm,0
agent007,377,28,33,28,28.0,norm eq. self,0
agent008,377,34,32,31,31.0,norm,0
agent009,377,29,32,29,29.0,norm eq. self,0
agent00a,377,31,32,31,31.0,norm eq. self,0
agent00b,377,32,32,31,31.0,norm,0
agent00c,377,32,33,31,31.0,norm,0
agent00d,377,35,33,33,33.0,norm,0
agent00e,377,35,33,33,33.0,norm,0
agent00f,377,33,32,31,31.0,norm,0
agent010,377,34,33,33,33.0,norm,0
agent011,377,32,33,31,31.0,norm,0
agent012,377,35,33,33,33.0,norm,0
agent013,377,30,32,30,30.0,norm eq. self,0
agent014,377,35,32,32,32.0,norm,0
agent015,377,34,32,32,32.0,norm,0
agent016,377,30,33,30,30.0,norm eq. self,0
agent017,377,34,33,31,31.0,norm,0
agent018,377,35,33,33,33.0,norm,0
agent019,377,32,32,31,31.0,norm,0
agent01a,377,34,33,31,31.0,norm,0
agent01b,377,33,33,31,31.0,norm,0
agent01c,377,34,33,33,33.0,norm,0
agent01d,377,35,33,33,33.0,norm,0
agent01e,377,34,33,32,32.0,norm,0
agent01f,377,33,32,31,31.0,norm,0
agent020,377,33,32,31,31.0,norm,0
agent021,377,36,33,33,33.0,norm,0
agent022,377,35,32,32,32.0,norm,0
agent023,377,31,32,31,31.0,norm eq. self,0
agent024,377,28,32,27,27.0,norm,0
agent025,377,34,33,33,33.0,norm,0
agent026,377,33,32,31,31.0,norm,0
agent027,377,33,33,31,31.0,norm,0
agent028,377,29,32,29,29.0,norm eq. self,0
agent029,377,32,32,31,31.0,norm,0
agent02a,377,33,32,31,31.0,norm,0
agent02b,377,32,32,31,31.0,norm,0
agent02c,377,35,33,32,32.0,norm,0
agent02d,377,34,32,32,32.0,norm,0
agent02e,377,32,33,31,31.0,norm,0
agent02f,377,33,32,31,31.0,norm,0
agent030,377,32,32,32,32.0,norm eq. self,0
agent031,377,34,32,32,32.0,norm,0
agent032,377,27,33,27,27.0,norm eq. self,0
agent033,377,34,32,31,31.0,norm,0
agent034,377,34,33,33,33.0,norm,0
agent035,377,32,33,31,31.0,norm,0
agent036,377,35,33,33,33.0,norm,0
agent037,377,32,32,31,31.0,norm,0
agent038,377,34,32,31,31.0,norm,0
agent039,377,34,32,33,33.0,norm,0
agent03a,377,31,33,30,30.0,norm,0
agent03b,377,35,32,32,32.0,norm,0
agent03c,377,35,33,33,33.0,norm,0
agent03d,377,32,34,31,31.0,norm,0
agent03e,377,33,32,31,31.0,norm,0
agent03f,377,28,32,28,28.0,norm eq. self,0
agent040,377,33,32,32,32.0,norm,0
agent041,377,30,32,30,30.0,norm eq. self,0
agent042,377,34,32,32,32.0,norm,0
agent043,377,34,32,32,32.0,norm,0
agent044,377,34,33,33,33.0,norm,0
agent045,377,33,32,32,32.0,norm,0
agent046,377,33,32,32,32.0,norm,0
agent047,377,34,32,32,32.0,norm,0
agent048,377,32,33,31,31.0,norm,0
agent049,377,32,32,31,31.0,norm,0
agent04a,377,32,33,31,31.0,norm,0
agent04b,377,34,33,32,32.0,norm,0
agent04c,377,32,32,31,31.0,norm,0
agent04d,377,33,32,32,32.0,norm,0
agent04e,377,28,33,27,27.0,norm,0
agent04f,377,33,33,31,31.0,norm,0
agent050,377,33,32,32,32.0,norm,0
agent051,377,32,33,32,32.0,norm eq. self,0
agent052,377,33,32,32,32.0,norm,0
agent053,377,33,32,32,32.0,norm,0
agent054,377,34,33,32,32.0,norm,0
agent055,377,32,32,31,31.0,norm,0
agent056,377,32,33,31,31.0,norm,0
agent057,377,32,32,31,31.0,norm,0
agent058,377,32,33,31,31.0,norm,0
agent059,377,34,32,32,32.0,norm,0
agent05a,377,33,33,31,31.0,norm,0
agent05b,377,33,32,31,31.0,norm,0
agent05c,377,33,33,31,31.0,norm,0
agent05d,377,32,33,31,31.0,norm,0
agent05e,377,33,33,31,31.0,norm,0
agent05f,377,34,32,32,32.0,norm,0
agent060,377,32,32,31,31.0,norm,0
agent061,377,33,33,32,32.0,norm,0
agent062,377,34,32,31,31.0,norm,0
agent063,377,35,32,33,33.0,norm,0
agent064,377,33,33,31,31.0,norm,0
agent065,377,30,33,30,30.0,norm eq. self,0
agent066,377,34,33,31,31.0,norm,0
agent067,377,33,32,32,32.0,norm,0
agent068,377,32,32,31,31.0,norm,0
agent069,377,33,32,31,31.0,norm,0
agent06a,377,33,32,31,31.0,norm,0
agent06b,377,34,33,32,32.0,norm,0
agent06c,377,34,33,31,31.0,norm,0
agent06d,377,32,33,31,31.0,norm,0
agent06e,377,32,33,31,31.0,norm,0
agent06f,377,32,32,32,32.0,norm eq. self,0
agent070,377,32,33,31,31.0,norm,0
agent071,377,30,32,30,30.0,norm eq. self,0
agent072,377,33,33,31,31.0,norm,0
agent073,377,32,33,31,31.0,norm,0
agent074,377,30,33,30,30.0,norm eq. self,0
agent075,377,32,32,31,31.0,norm,0
agent076,377,32,33,31,31.0,norm,0
agent077,377,27,33,26,26.0,norm,0
agent078,377,34,33,31,31.0,norm,0
agent079,377,33,33,31,31.0,norm,0
agent07a,377,33,32,32,32.0,norm,0
agent07b,377,32,33,31,31.0,norm,0
agent07c,377,35,33,33,33.0,norm,0
agent07d,377,28,33,27,27.0,norm,0
agent07e,377,34,34,31,31.0,norm,0
agent07f,377,34,32,31,31.0,norm,0
agent080,377,33,32,32,32.0,norm,0
agent081,377,28,32,27,27.0,norm,0
agent082,377,33,32,32,32.0,norm,0
agent083,377,32,33,31,31.0,norm,0
agent084,377,28,33,27,27.0,norm,0
agent085,377,27,34,26,26.0,norm,0
agent086,377,36,33,33,33.0,norm,0
agent087,377,31,32,31,31.0,norm eq. self,0
agent088,377,33,32,32,32.0,norm,0
agent089,377,29,32,29,29.0,norm eq. self,0
agent08a,377,29,32,29,29.0,norm eq. self,0
agent08b,377,34,32,31,31.0,norm,0
agent08c,377,33,32,31,31.0,norm,0
agent08d,377,33,32,31,31.0,norm,0
agent08e,377,33,32,31,31.0,norm,0
agent08f,377,32,32,31,31.0,norm,0
agent090,377,33,32,31,31.0,norm,0
agent091,377,32,32,31,31.0,norm,0
agent092,377,33,32,32,32.0,norm,0
agent093,377,32,34,31,31.0,norm,0
agent094,377,27,33,27,27.0,norm eq. self,0
agent095,377,30,32,30,30.0,norm eq. self,0
agent096,377,33,32,31,31.0,norm,0
agent097,377,33,32,32,32.0,norm,0
agent098,377,33,32,31,31.0,norm,0
agent099,377,32,32,31,31.0,norm,0
agent09a,377,35,32,32,32.0,norm,0
agent09b,377,36,33,33,33.0,norm,0
agent09c,377,30,32,30,30.0,norm eq. self,0
agent09d,377,32,32,31,31.0,norm,0
agent09e,377,34,32,31,31.0,norm,0
agent09f,377,34,32,33,33.0,norm,0
agent0a0,377,32,33,31,31.0,norm,0
agent0a1,377,32,33,31,31.0,norm,0
agent0a2,377,34,32,33,33.0,norm,0
agent0a3,377,32,33,31,31.0,norm,0
agent0a4,377,27,33,27,27.0,norm eq. self,0
agent0a5,377,29,32,29,29.0,norm eq. self,0
agent0a6,377,29,33,29,29.0,norm eq. self,0
agent0a7,377,32,33,31,31.0,norm,0
agent0a8,377,32,33,31,31.0,norm,0
agent0a9,377,32,32,31,31.0,norm,0
agent0aa,377,32,33,31,31.0,norm,0
agent0ab,377,33,32,31,31.0,norm,0
agent0ac,377,33,32,31,31.0,norm,0
agent0ad,377,33,33,31,31.0,norm,0
agent0ae,377,34,32,32,32.0,norm,0
agent0af,377,27,32,26,26.0,norm,0
agent0b0,377,32,33,31,31.0,norm,0
agent0b1,377,34,33,31,31.0,norm,0
agent0b2,377,32,32,31,31.0,norm,0
agent0b3,377,33,32,32,32.0,norm,0
agent0b4,377,28,33,27,27.0,norm,0
agent0b5,377,27,34,27,27.0,norm eq. self,0
agent0b6,377,30,32,30,30.0,norm eq. self,0
agent0b7,377,32,33,31,31.0,norm,0
agent0b8,377,33,32,31,31.0,norm,0
agent0b9,377,35,33,33,33.0,norm,0
agent0ba,377,33,33,31,31.0,norm,0
agent0bb,377,27,33,26,26.0,norm,0
agent0bc,377,33,32,31,31.0,norm,0
agent0bd,377,33,32,32,32.0,norm,0
agent0be,377,33,32,31,31.0,norm,0
agent0bf,377,30,32,30,30.0,norm eq. self,0
agent0c0,377,32,33,31,31.0,norm,0
agent0c1,377,32,33,31,31.0,norm,0
agent0c2,377,32,33,31,31.0,norm,0
agent0c3,377,33,33,32,32.0,norm,0
agent0c4,377,29,33,29,29.0,norm eq. self,0
agent0c5,377,29,33,29,29.0,norm eq. self,0
agent0c6,377,33,33,31,31.0,norm,0
agent0c7,377,35,32,32,32.0,norm,0
agent000,378,33,32,31,31.0,norm,0
agent001,378,32,34,31,31.0,norm,0
agent002,378,32,33,31,31.0,norm,0
agent003,378,28,32,27,27.0,norm,0
agent004,378,33,32,31,31.0,norm,0
agent005,378,32,33,31,31.0,norm,0
agent006,378,33,33,32,32.0,norm,0
agent007,378,28,33,28,28.0,norm eq. self,0
agent008,378,34,32,31,31.0,norm,0
agent009,378,29,32,29,29.0,norm eq. self,0
agent00a,378,31,32,31,31.0,norm eq. self,0
agent00b,378,32,32,31,31.0,norm,0
agent00c,378,32,33,31,31.0,norm,0
agent00d,378,35,33,33,33.0,norm,0
agent00e,378,35,33,33,33.0,norm,0
agent00f,378,33,32,31,31.0,norm,0
agent010,378,34,33,33,33.0,norm,0
agent011,378,32,33,31,31.0,norm,0
agent012,378,35,33,33,33.0,norm,0
agent013,378,30,32,30,30.0,norm eq. self,0
agent014,378,35,32,32,32.0,norm,0
agent015,378,34,32,32,32.0,norm,0
agent016,378,30,33,30,30.0,norm eq. self,0
agent017,378,34,33,31,31.0,norm,0
agent018,378,35,33,33,33.0,norm,0
agent019,378,32,32,31,31.0,norm,0
agent01a,378,34,33,31,31.0,norm,0
agent01b,378,33,33,31,31.0,norm,0
agent01c,378,34,33,33,33.0,norm,0
agent01d,378,35,33,33,33.0,norm,0
agent01e,378,34,33,32,32.0,norm,0
agent01f,378,33,32,31,31.0,norm,0
agent020,378,33,32,31,31.0,norm,0
agent021,378,36,33,33,33.0,norm,0
agent022,378,35,32,32,32.0,norm,0
agent023,378,31,32,31,31.0,norm eq. self,0
agent024,378,28,32,27,27.0,norm,0
agent025,378,34,33,33,33.0,norm,0
agent026,378,33,32,31,31.0,norm,0
agent027,378,33,33,31,31.0,norm,0
agent028,378,29,32,29,29.0,norm eq. self,0
agent029,378,32,32,31,31.0,norm,0
agent02a,378,33,32,31,31.0,norm,0
agent02b,378,32,32,31,31.0,norm,0
agent02c,378,35,33,32,32.0,norm,0
agent02d,378,34,32,32,32.0,norm,0
agent02e,378,32,33,31,31.0,norm,0
agent02f,378,33,32,31,31.0,norm,0
agent030,378,32,32,32,32.0,norm eq. self,0
agent031,378,34,32,32,32.0,norm,0
agent032,378,27,33,27,27.0,norm eq. self,0
agent033,378,34,32,31,31.0,norm,0
agent034,378,34,33,33,33.0,norm,0
agent035,378,32,33,31,31.0,norm,0
agent036,378,35,33,33,33.0,norm,0
agent037,378,32,32,31,31.0,norm,0
agent038,378,34,32,31,31.0,norm,0
agent039,378,34,32,33,33.0,norm,0
agent03a,378,31,33,30,30.0,norm,0
agent03b,378,35,32,32,32.0,norm,0
agent03c,378,35,33,33,33.0,norm,0
agent03d,378,32,34,31,31.0,norm,0
agent03e,378,33,32,31,31.0,norm,0
agent03f,378,28,32,28,28.0,norm eq. self,0
agent040,378,33,32,32,32.0,norm,0
agent041,378,30,32,30,30.0,norm eq. self,0
agent042,378,34,32,32,32.0,norm,0
agent043,378,34,32,32,32.0,norm,0
agent044,378,34,33,33,33.0,norm,0
agent045,378,33,32,32,32.0,norm,0
agent046,378,33,32,32,32.0,norm,0
agent047,378,34,32,32,32.0,norm,0
agent048,378,32,33,31,31.0,norm,0
agent049,378,32,32,31,31.0,norm,0
agent04a,378,32,33,31,31.0,norm,0
agent04b,378,34,33,32,32.0,norm,0
agent04c,378,32,32,31,31.0,norm,0
agent04d,378,33,32,32,32.0,norm,0
agent04e,378,28,33,27,27.0,norm,0
agent04f,378,33,33,31,31.0,norm,0
agent050,378,33,32,32,32.0,norm,0
agent051,378,32,33,32,32.0,norm eq. self,0
agent052,378,33,32,32,32.0,norm,0
agent053,378,33,32,32,32.0,norm,0
agent054,378,34,33,32,32.0,norm,0
agent055,378,32,32,31,31.0,norm,0
agent056,378,32,33,31,31.0,norm,0
agent057,378,32,32,31,31.0,norm,0
agent058,378,32,33,31,31.0,norm,0
agent059,378,34,32,32,32.0,norm,0
agent05a,378,33,33,31,31.0,norm,0
agent05b,378,33,32,31,31.0,norm,0
agent05c,378,33,33,31,31.0,norm,0
agent05d,378,32,33,31,31.0,norm,0
agent05e,378,33,33,31,31.0,norm,0
agent05f,378,34,32,32,32.0,norm,0
agent060,378,32,32,31,31.0,norm,0
agent061,378,33,33,32,32.0,norm,0
agent062,378,34,32,31,31.0,norm,0
agent063,378,35,32,33,33.0,norm,0
agent064,378,33,33,31,31.0,norm,0
agent065,378,30,33,30,30.0,norm eq. self,0
agent066,378,34,33,31,31.0,norm,0
agent067,378,33,32,32,32.0,norm,0
agent068,378,32,32,31,31.0,norm,0
agent069,378,33,32,31,31.0,norm,0
agent06a,378,33,32,31,31.0,norm,0
agent06b,378,34,33,32,32.0,norm,0
agent06c,378,34,33,31,31.0,norm,0
agent06d,378,32,33,31,31.0,norm,0
agent06e,378,32,33,31,31.0,norm,0
agent06f,378,32,32,32,32.0,norm eq. self,0
agent070,378,32,33,31,31.0,norm,0
agent071,378,30,32,30,30.0,norm eq. self,0
agent072,378,33,33,31,31.0,norm,0
agent073,378,32,33,31,31.0,norm,0
agent074,378,30,33,30,30.0,norm eq. self,0
agent075,378,32,32,31,31.0,norm,0
agent076,378,32,33,31,31.0,norm,0
agent077,378,27,33,26,26.0,norm,0
agent078,378,34,33,31,31.0,norm,0
agent079,378,33,33,31,31.0,norm,0
agent07a,378,33,32,32,32.0,norm,0
agent07b,378,32,33,31,31.0,norm,0
agent07c,378,35,33,33,33.0,norm,0
agent07d,378,28,33,27,27.0,norm,0
agent07e,378,34,34,31,31.0,norm,0
agent07f,378,34,32,31,31.0,norm,0
agent080,378,33,32,32,32.0,norm,0
agent081,378,28,32,27,27.0,norm,0
agent082,378,33,32,32,32.0,norm,0
agent083,378,32,33,31,31.0,norm,0
agent084,378,28,33,27,27.0,norm,0
agent085,378,27,34,26,26.0,norm,0
agent086,378,36,33,33,33.0,norm,0
agent087,378,31,32,31,31.0,norm eq. self,0
agent088,378,33,32,32,32.0,norm,0
agent089,378,29,32,29,29.0,norm eq. self,0
agent08a,378,29,32,29,29.0,norm eq. self,0
agent08b,378,34,32,31,31.0,norm,0
agent08c,378,33,32,31,31.0,norm,0
agent08d,378,33,32,31,31.0,norm,0
agent08e,378,33,32,31,31.0,norm,0
agent08f,378,32,32,31,31.0,norm,0
agent090,378,33,32,31,31.0,norm,0
agent091,378,32,32,31,31.0,norm,0
agent092,378,33,32,32,32.0,norm,0
agent093,378,32,34,31,31.0,norm,0
agent094,378,27,33,27,27.0,norm eq. self,0
agent095,378,30,32,30,30.0,norm eq. self,0
agent096,378,33,32,31,31.0,norm,0
agent097,378,33,32,32,32.0,norm,0
agent098,378,33,32,31,31.0,norm,0
agent099,378,32,32,31,31.0,norm,0
agent09a,378,35,32,32,32.0,norm,0
agent09b,378,36,33,33,33.0,norm,0
agent09c,378,30,32,30,30.0,norm eq. self,0
agent09d,378,32,32,31,31.0,norm,0
agent09e,378,34,32,31,31.0,norm,0
agent09f,378,34,32,33,33.0,norm,0
agent0a0,378,32,33,31,31.0,norm,0
agent0a1,378,32,33,31,31.0,norm,0
agent0a2,378,34,32,33,33.0,norm,0
agent0a3,378,32,33,31,31.0,norm,0
agent0a4,378,27,33,27,27.0,norm eq. self,0
agent0a5,378,29,32,29,29.0,norm eq. self,0
agent0a6,378,29,33,29,29.0,norm eq. self,0
agent0a7,378,32,33,31,31.0,norm,0
agent0a8,378,32,33,31,31.0,norm,0
agent0a9,378,32,32,31,31.0,norm,0
agent0aa,378,32,33,31,31.0,norm,0
agent0ab,378,33,32,31,31.0,norm,0
agent0ac,378,33,32,31,31.0,norm,0
agent0ad,378,33,33,31,31.0,norm,0
agent0ae,378,34,32,32,32.0,norm,0
agent0af,378,27,32,26,26.0,norm,0
agent0b0,378,32,33,31,31.0,norm,0
agent0b1,378,34,33,31,31.0,norm,0
agent0b2,378,32,32,31,31.0,norm,0
agent0b3,378,33,32,32,32.0,norm,0
agent0b4,378,28,33,27,27.0,norm,0
agent0b5,378,27,34,27,27.0,norm eq. self,0
agent0b6,378,30,32,30,30.0,norm eq. self,0
agent0b7,378,32,33,31,31.0,norm,0
agent0b8,378,33,32,31,31.0,norm,0
agent0b9,378,35,33,33,33.0,norm,0
agent0ba,378,33,33,31,31.0,norm,0
agent0bb,378,27,33,26,26.0,norm,0
agent0bc,378,33,32,31,31.0,norm,0
agent0bd,378,33,32,32,32.0,norm,0
agent0be,378,33,32,31,31.0,norm,0
agent0bf,378,30,32,30,30.0,norm eq. self,0
agent0c0,378,32,33,31,31.0,norm,0
agent0c1,378,32,33,31,31.0,norm,0
agent0c2,378,32,33,31,31.0,norm,0
agent0c3,378,33,33,32,32.0,norm,0
agent0c4,378,29,33,29,29.0,norm eq. self,0
agent0c5,378,29,33,29,29.0,norm eq. self,0
agent0c6,378,33,33,31,31.0,norm,0
agent0c7,378,35,32,32,32.0,norm,0
agent000,379,33,31,31,31.0,norm,0
agent001,379,32,31,31,31.0,norm,0
agent002,379,32,31,31,31.0,norm,0
agent003,379,28,31,27,27.0,norm,0
agent004,379,33,31,31,31.0,norm,0
agent005,379,32,31,31,31.0,norm,0
agent006,379,33,31,32,32.0,norm,0
agent007,379,28,31,28,28.0,norm eq. self,0
agent008,379,34,31,31,31.0,norm,0
agent009,379,29,31,29,29.0,norm eq. self,0
agent00a,379,31,31,31,31.0,norm eq. self,0
agent00b,379,32,31,31,31.0,norm,0
agent00c,379,32,31,31,31.0,norm,0
agent00d,379,35,31,33,33.0,norm,0
agent00e,379,35,31,33,33.0,norm,0
agent00f,379,33,31,31,31.0,norm,0
agent010,379,34,31,33,33.0,norm,0
agent011,379,32,31,31,31.0,norm,0
agent012,379,35,31,33,33.0,norm,0
agent013,379,30,31,30,30.0,norm eq. self,0
agent014,379,35,31,32,32.0,norm,0
agent015,379,34,31,32,32.0,norm,0
agent016,379,30,31,30,30.0,norm eq. self,0
agent017,379,34,31,31,31.0,norm,0
agent018,379,35,31,33,33.0,norm,0
agent019,379,32,31,31,31.0,norm,0
agent01a,379,34,31,31,31.0,norm,0
agent01b,379,33,31,31,31.0,norm,0
agent01c,379,34,31,33,33.0,norm,0
agent01d,379,35,31,33,33.0,norm,0
agent01e,379,34,31,32,32.0,norm,0
agent01f,379,33,31,31,31.0,norm,0
agent020,379,33,31,31,31.0,norm,0
agent021,379,36,31,33,33.0,norm,0
agent022,379,35,31,32,32.0,norm,0
agent023,379,31,31,31,31.0,norm eq. self,0
agent024,379,28,31,27,27.0,norm,0
agent025,379,34,31,33,33.0,norm,0
agent026,379,33,31,31,31.0,norm,0
agent027,379,33,31,31,31.0,norm,0
agent028,379,29,31,29,29.0,norm eq. self,0
agent029,379,32,31,31,31.0,norm,0
agent02a,379,33,31,31,31.0,norm,0
agent02b,379,32,31,31,31.0,norm,0
agent02c,379,35,31,32,32.0,norm,0
agent02d,379,34,31,32,32.0,norm,0
agent02e,379,32,31,31,31.0,norm,0
agent02f,379,33,31,31,31.0,norm,0
agent030,379,32,31,32,32.0,norm eq. self,0
agent031,379,34,31,32,32.0,norm,0
agent032,379,27,31,27,27.0,norm eq. self,0
agent033,379,34,31,31,31.0,norm,0
agent034,379,34,31,33,33.0,norm,0
agent035,379,32,31,31,31.0,norm,0
agent036,379,35,31,33,33.0,norm,0
agent037,379,32,31,31,31.0,norm,0
agent038,379,34,31,31,31.0,norm,0
agent039,379,34,31,33,33.0,norm,0
agent03a,379,31,30,30,30.0,norm,0
agent03b,379,35,31,32,32.0,norm,0
agent03c,379,35,31,33,33.0,norm,0
agent03d,379,32,31,31,31.0,norm,0
agent03e,379,33,31,31,31.0,norm,0
agent03f,379,28,31,28,28.0,norm eq. self,0
agent040,379,33,31,32,32.0,norm,0
agent041,379,30,31,30,30.0,norm eq. self,0
agent042,379,34,31,32,32.0,norm,0
agent043,379,34,31,32,32.0,norm,0
agent044,379,34,31,33,33.0,norm,0
agent045,379,33,31,32,32.0,norm,0
agent046,379,33,31,32,32.0,norm,0
agent047,379,34,31,32,32.0,norm,0
agent048,379,32,31,31,31.0,norm,0
agent049,379,32,31,31,31.0,norm,0
agent04a,379,32,31,31,31.0,norm,0
agent04b,379,34,31,32,32.0,norm,0
agent04c,379,32,31,31,31.0,norm,0
agent04d,379,33,31,32,32.0,norm,0
agent04e,379,28,31,27,27.0,norm,0
agent04f,379,33,31,31,31.0,norm,0
agent050,379,33,31,32,32.0,norm,0
agent051,379,32,31,32,32.0,norm eq. self,0
agent052,379,33,31,32,32.0,norm,0
agent053,379,33,31,32,32.0,norm,0
agent054,379,34,31,32,32.0,norm,0
agent055,379,32,31,31,31.0,norm,0
agent056,379,32,31,31,31.0,norm,0
agent057,379,32,31,31,31.0,norm,0
agent058,379,32,30,31,31.0,norm,0
agent059,379,34,31,32,32.0,norm,0
agent05a,379,33,31,31,31.0,norm,0
agent05b,379,33,31,31,31.0,norm,0
agent05c,379,33,31,31,31.0,norm,0
agent05d,379,32,31,31,31.0,norm,0
agent05e,379,33,31,31,31.0,norm,0
agent05f,379,34,31,32,32.0,norm,0
agent060,379,32,31,31,31.0,norm,0
agent061,379,33,31,32,32.0,norm,0
agent062,379,34,31,31,31.0,norm,0
agent063,379,35,31,33,33.0,norm,0
agent064,379,33,31,31,31.0,norm,0
agent065,379,30,31,30,30.0,norm eq. self,0
agent066,379,34,31,31,31.0,norm,0
agent067,379,33,31,32,32.0,norm,0
agent068,379,32,31,31,31.0,norm,0
agent069,379,33,31,31,31.0,norm,0
agent06a,379,33,31,31,31.0,norm,0
agent06b,379,34,31,32,32.0,norm,0
agent06c,379,34,31,31,31.0,norm,0
agent06d,379,32,31,31,31.0,norm,0
agent06e,379,32,31,31,31.0,norm,0
agent06f,379,32,31,32,32.0,norm eq. self,0
agent070,379,32,31,31,31.0,norm,0
agent071,379,30,31,30,30.0,norm eq. self,0
agent072,379,33,31,31,31.0,norm,0
agent073,379,32,31,31,31.0,norm,0
agent074,379,30,31,30,30.0,norm eq. self,0
agent075,379,32,31,31,31.0,norm,0
agent076,379,32,31,31,31.0,norm,0
agent077,379,27,31,26,26.0,norm,0
agent078,379,34,31,31,31.0,norm,0
agent079,379,33,31,31,31.0,norm,0
agent07a,379,33,31,32,32.0,norm,0
agent07b,379,32,31,31,31.0,norm,0
agent07c,379,35,31,33,33.0,norm,0
agent07d,379,28,31,27,27.0,norm,0
agent07e,379,34,31,31,31.0,norm,0
agent07f,379,34,31,31,31.0,norm,0
agent080,379,33,31,32,32.0,norm,0
agent081,379,28,31,27,27.0,norm,0
agent082,379,33,31,32,32.0,norm,0
agent083,379,32,31,31,31.0,norm,0
agent084,379,28,31,27,27.0,norm,0
agent085,379,27,31,26,26.0,norm,0
agent086,379,36,31,33,33.0,norm,0
agent087,379,31,31,31,31.0,norm eq. self,0
