agent,iteration,layer1,layer2,decision, payoff, norm or self, change
agent088,379,33,31,32,32.0,norm,0
agent089,379,29,31,29,29.0,norm eq. self,0
agent08a,379,29,31,29,29.0,norm eq. self,0
agent08b,379,34,31,31,31.0,norm,0
agent08c,379,33,31,31,31.0,norm,0
agent08d,379,33,31,31,31.0,norm,0
agent08e,379,33,31,31,31.0,norm,0
agent08f,379,32,31,31,31.0,norm,0
agent090,379,33,31,31,31.0,norm,0
agent091,379,32,31,31,31.0,norm,0
agent092,379,33,31,32,32.0,norm,0
agent093,379,32,31,31,31.0,norm,0
agent094,379,27,31,27,27.0,norm eq. self,0
agent095,379,30,31,30,30.0,norm eq. self,0
agent096,379,33,31,31,31.0,norm,0
agent097,379,33,31,32,32.0,norm,0
agent098,379,33,31,31,31.0,norm,0
agent099,379,32,31,31,31.0,norm,0
agent09a,379,35,31,32,32.0,norm,0
agent09b,379,36,31,33,33.0,norm,0
agent09c,379,30,31,30,30.0,norm eq. self,0
agent09d,379,32,31,31,31.0,norm,0
agent09e,379,34,31,31,31.0,norm,0
agent09f,379,34,31,33,33.0,norm,0
agent0a0,379,32,31,31,31.0,norm,0
agent0a1,379,32,31,31,31.0,norm,0
agent0a2,379,34,31,33,33.0,norm,0
agent0a3,379,32,31,31,31.0,norm,0
agent0a4,379,27,31,27,27.0,norm eq. self,0
agent0a5,379,29,31,29,29.0,norm eq. self,0
agent0a6,379,29,31,29,29.0,norm eq. self,0
agent0a7,379,32,31,31,31.0,norm,0
agent0a8,379,32,31,31,31.0,norm,0
agent0a9,379,32,31,31,31.0,norm,0
agent0aa,379,32,31,31,31.0,norm,0
agent0ab,379,33,31,31,31.0,norm,0
agent0ac,379,33,31,31,31.0,norm,0
agent0ad,379,33,31,31,31.0,norm,0
agent0ae,379,34,31,32,32.0,norm,0
agent0af,379,27,31,26,26.0,norm,0
agent0b0,379,32,31,31,31.0,norm,0
agent0b1,379,34,31,31,31.0,norm,0
agent0b2,379,32,31,31,31.0,norm,0
agent0b3,379,33,31,32,32.0,norm,0
agent0b4,379,28,31,27,27.0,norm,0
agent0b5,379,27,31,27,27.0,norm eq. self,0
agent0b6,379,30,31,30,30.0,norm eq. self,0
agent0b7,379,32,31,31,31.0,norm,0
agent0b8,379,33,31,31,31.0,norm,0
agent0b9,379,35,31,33,33.0,norm,0
agent0ba,379,33,31,31,31.0,norm,0
agent0bb,379,27,31,26,26.0,norm,0
agent0bc,379,33,31,31,31.0,norm,0
agent0bd,379,33,31,32,32.0,norm,0
agent0be,379,33,31,31,31.0,norm,0
agent0bf,379,30,31,30,30.0,norm eq. self,0
agent0c0,379,32,31,31,31.0,norm,0
agent0c1,379,32,31,31,31.0,norm,0
agent0c2,379,32,31,31,31.0,norm,0
agent0c3,379,33,31,32,32.0,norm,0
agent0c4,379,29,31,29,29.0,norm eq. self,0
agent0c5,379,29,31,29,29.0,norm eq. self,0
agent0c6,379,33,31,31,31.0,norm,0
agent0c7,379,35,31,32,32.0,norm,0
agent000,380,33,32,31,31.0,norm,0
agent001,380,32,34,31,31.0,norm,0
agent002,380,32,33,31,31.0,norm,0
agent003,380,28,32,27,27.0,norm,0
agent004,380,33,32,31,31.0,norm,0
agent005,380,32,33,31,31.0,norm,0
agent006,380,33,33,32,32.0,norm,0
agent007,380,28,33,28,28.0,norm eq. self,0
agent008,380,34,32,31,31.0,norm,0
agent009,380,29,32,29,29.0,norm eq. self,0
agent00a,380,31,32,31,31.0,norm eq. self,0
agent00b,380,32,32,31,31.0,norm,0
agent00c,380,32,33,31,31.0,norm,0
agent00d,380,35,33,33,33.0,norm,0
agent00e,380,35,33,33,33.0,norm,0
agent00f,380,33,32,31,31.0,norm,0
agent010,380,34,33,33,33.0,norm,0
agent011,380,32,33,31,31.0,norm,0
agent012,380,35,33,33,33.0,norm,0
agent013,380,30,32,30,30.0,norm eq. self,0
agent014,380,35,32,32,32.0,norm,0
agent015,380,34,32,32,32.0,norm,0
agent016,380,30,33,30,30.0,norm eq. self,0
agent017,380,34,33,31,31.0,norm,0
agent018,380,35,33,33,33.0,norm,0
agent019,380,32,32,31,31.0,norm,0
agent01a,380,34,33,31,31.0,norm,0
agent01b,380,33,33,31,31.0,norm,0
agent01c,380,34,33,33,33.0,norm,0
agent01d,380,35,33,33,33.0,norm,0
agent01e,380,34,33,32,32.0,norm,0
agent01f,380,33,32,31,31.0,norm,0
agent020,380,33,32,31,31.0,norm,0
agent021,380,36,33,33,33.0,norm,0
agent022,380,35,32,32,32.0,norm,0
agent023,380,31,32,31,31.0,norm eq. self,0
agent024,380,28,32,27,27.0,norm,0
agent025,380,34,33,33,33.0,norm,0
agent026,380,33,32,31,31.0,norm,0
agent027,380,33,33,31,31.0,norm,0
agent028,380,29,32,29,29.0,norm eq. self,0
agent029,380,32,32,31,31.0,norm,0
agent02a,380,33,32,31,31.0,norm,0
agent02b,380,32,32,31,31.0,norm,0
agent02c,380,35,33,32,32.0,norm,0
agent02d,380,34,32,32,32.0,norm,0
agent02e,380,32,33,31,31.0,norm,0
agent02f,380,33,32,31,31.0,norm,0
agent030,380,32,32,32,32.0,norm eq. self,0
agent031,380,34,32,32,32.0,norm,0
agent032,380,27,33,27,27.0,norm eq. self,0
agent033,380,34,32,31,31.0,norm,0
agent034,380,34,33,33,33.0,norm,0
agent035,380,32,33,31,31.0,norm,0
agent036,380,35,33,33,33.0,norm,0
agent037,380,32,32,31,31.0,norm,0
agent038,380,34,32,31,31.0,norm,0
agent039,380,34,32,33,33.0,norm,0
agent03a,380,31,33,30,30.0,norm,0
agent03b,380,35,32,32,32.0,norm,0
agent03c,380,35,33,33,33.0,norm,0
agent03d,380,32,34,31,31.0,norm,0
agent03e,380,33,32,31,31.0,norm,0
agent03f,380,28,32,28,28.0,norm eq. self,0
agent040,380,33,32,32,32.0,norm,0
agent041,380,30,32,30,30.0,norm eq. self,0
agent042,380,34,32,32,32.0,norm,0
agent043,380,34,32,32,32.0,norm,0
agent044,380,34,33,33,33.0,norm,0
agent045,380,33,32,32,32.0,norm,0
agent046,380,33,32,32,32.0,norm,0
agent047,380,34,32,32,32.0,norm,0
agent048,380,32,33,31,31.0,norm,0
agent049,380,32,32,31,31.0,norm,0
agent04a,380,32,33,31,31.0,norm,0
agent04b,380,34,33,32,32.0,norm,0
agent04c,380,32,32,31,31.0,norm,0
agent04d,380,33,32,32,32.0,norm,0
agent04e,380,28,33,27,27.0,norm,0
agent04f,380,33,33,31,31.0,norm,0
agent050,380,33,32,32,32.0,norm,0
agent051,380,32,33,32,32.0,norm eq. self,0
agent052,380,33,32,32,32.0,norm,0
agent053,380,33,32,32,32.0,norm,0
agent054,380,34,33,32,32.0,norm,0
agent055,380,32,32,31,31.0,norm,0
agent056,380,32,33,31,31.0,norm,0
agent057,380,32,32,31,31.0,norm,0
agent058,380,32,33,31,31.0,norm,0
agent059,380,34,32,32,32.0,norm,0
agent05a,380,33,33,31,31.0,norm,0
agent05b,380,33,32,31,31.0,norm,0
agent05c,380,33,33,31,31.0,norm,0
agent05d,380,32,33,31,31.0,norm,0
agent05e,380,33,33,31,31.0,norm,0
agent05f,380,34,32,32,32.0,norm,0
agent060,380,32,32,31,31.0,norm,0
agent061,380,33,33,32,32.0,norm,0
agent062,380,34,32,31,31.0,norm,0
agent063,380,35,32,33,33.0,norm,0
agent064,380,33,33,31,31.0,norm,0
agent065,380,30,33,30,30.0,norm eq. self,0
agent066,380,34,33,31,31.0,norm,0
agent067,380,33,32,32,32.0,norm,0
agent068,380,32,32,31,31.0,norm,0
agent069,380,33,32,31,31.0,norm,0
agent06a,380,33,32,31,31.0,norm,0
agent06b,380,34,33,32,32.0,norm,0
agent06c,380,34,33,31,31.0,norm,0
agent06d,380,32,33,31,31.0,norm,0
agent06e,380,32,33,31,31.0,norm,0
agent06f,380,32,32,32,32.0,norm eq. self,0
agent070,380,32,33,31,31.0,norm,0
agent071,380,30,32,30,30.0,norm eq. self,0
agent072,380,33,33,31,31.0,norm,0
agent073,380,32,33,31,31.0,norm,0
agent074,380,30,33,30,30.0,norm eq. self,0
agent075,380,32,32,31,31.0,norm,0
agent076,380,32,33,31,31.0,norm,0
agent077,380,27,33,26,26.0,norm,0
agent078,380,34,33,31,31.0,norm,0
agent079,380,33,33,31,31.0,norm,0
agent07a,380,33,32,32,32.0,norm,0
agent07b,380,32,33,31,31.0,norm,0
agent07c,380,35,33,33,33.0,norm,0
agent07d,380,28,33,27,27.0,norm,0
agent07e,380,34,34,31,31.0,norm,0
agent07f,380,34,32,31,31.0,norm,0
agent080,380,33,32,32,32.0,norm,0
agent081,380,28,32,27,27.0,norm,0
agent082,380,33,32,32,32.0,norm,0
agent083,380,32,33,31,31.0,norm,0
agent084,380,28,33,27,27.0,norm,0
agent085,380,27,34,26,26.0,norm,0
agent086,380,36,33,33,33.0,norm,0
agent087,380,31,32,31,31.0,norm eq. self,0
agent088,380,33,32,32,32.0,norm,0
agent089,380,29,32,29,29.0,norm eq. self,0
agent08a,380,29,32,29,29.0,norm eq. self,0
agent08b,380,34,32,31,31.0,norm,0
agent08c,380,33,32,31,31.0,norm,0
agent08d,380,33,32,31,31.0,norm,0
agent08e,380,33,32,31,31.0,norm,0
agent08f,380,32,32,31,31.0,norm,0
agent090,380,33,32,31,31.0,norm,0
agent091,380,32,32,31,31.0,norm,0
agent092,380,33,32,32,32.0,norm,0
agent093,380,32,34,31,31.0,norm,0
agent094,380,27,33,27,27.0,norm eq. self,0
agent095,380,30,32,30,30.0,norm eq. self,0
agent096,380,33,32,31,31.0,norm,0
agent097,380,33,32,32,32.0,norm,0
agent098,380,33,32,31,31.0,norm,0
agent099,380,32,32,31,31.0,norm,0
agent09a,380,35,32,32,32.0,norm,0
agent09b,380,36,33,33,33.0,norm,0
agent09c,380,30,32,30,30.0,norm eq. self,0
agent09d,380,32,32,31,31.0,norm,0
agent09e,380,34,32,31,31.0,norm,0
agent09f,380,34,32,33,33.0,norm,0
agent0a0,380,32,33,31,31.0,norm,0
agent0a1,380,32,33,31,31.0,norm,0
agent0a2,380,34,32,33,33.0,norm,0
agent0a3,380,32,33,31,31.0,norm,0
agent0a4,380,27,33,27,27.0,norm eq. self,0
agent0a5,380,29,32,29,29.0,norm eq. self,0
agent0a6,380,29,33,29,29.0,norm eq. self,0
agent0a7,380,32,33,31,31.0,norm,0
agent0a8,380,32,33,31,31.0,norm,0
agent0a9,380,32,32,31,31.0,norm,0
agent0aa,380,32,33,31,31.0,norm,0
agent0ab,380,33,32,31,31.0,norm,0
agent0ac,380,33,32,31,31.0,norm,0
agent0ad,380,33,33,31,31.0,norm,0
agent0ae,380,34,32,32,32.0,norm,0
agent0af,380,27,32,26,26.0,norm,0
agent0b0,380,32,33,31,31.0,norm,0
agent0b1,380,34,33,31,31.0,norm,0
agent0b2,380,32,32,31,31.0,norm,0
agent0b3,380,33,32,32,32.0,norm,0
agent0b4,380,28,33,27,27.0,norm,0
agent0b5,380,27,34,27,27.0,norm eq. self,0
agent0b6,380,30,32,30,30.0,norm eq. self,0
agent0b7,380,32,33,31,31.0,norm,0
agent0b8,380,33,32,31,31.0,norm,0
agent0b9,380,35,33,33,33.0,norm,0
agent0ba,380,33,33,31,31.0,norm,0
agent0bb,380,27,33,26,26.0,norm,0
agent0bc,380,33,32,31,31.0,norm,0
agent0bd,380,33,32,32,32.0,norm,0
agent0be,380,33,32,31,31.0,norm,0
agent0bf,380,30,32,30,30.0,norm eq. self,0
agent0c0,380,32,33,31,31.0,norm,0
agent0c1,380,32,33,31,31.0,norm,0
agent0c2,380,32,33,31,31.0,norm,0
agent0c3,380,33,33,32,32.0,norm,0
agent0c4,380,29,33,29,29.0,norm eq. self,0
agent0c5,380,29,33,29,29.0,norm eq. self,0
agent0c6,380,33,33,31,31.0,norm,0
agent0c7,380,35,32,32,32.0,norm,0
agent000,381,33,32,31,31.0,norm,0
agent001,381,32,34,31,31.0,norm,0
agent002,381,32,33,31,31.0,norm,0
agent003,381,28,32,27,27.0,norm,0
agent004,381,33,32,31,31.0,norm,0
agent005,381,32,33,31,31.0,norm,0
agent006,381,33,33,32,32.0,norm,0
agent007,381,28,33,28,28.0,norm eq. self,0
agent008,381,34,32,31,31.0,norm,0
agent009,381,29,32,29,29.0,norm eq. self,0
agent00a,381,31,32,31,31.0,norm eq. self,0
agent00b,381,32,32,31,31.0,norm,0
agent00c,381,32,33,31,31.0,norm,0
agent00d,381,35,33,33,33.0,norm,0
agent00e,381,35,33,33,33.0,norm,0
agent00f,381,33,32,31,31.0,norm,0
agent010,381,34,33,33,33.0,norm,0
agent011,381,32,33,31,31.0,norm,0
agent012,381,35,33,33,33.0,norm,0
agent013,381,30,32,30,30.0,norm eq. self,0
agent014,381,35,32,32,32.0,norm,0
agent015,381,34,32,32,32.0,norm,0
agent016,381,30,33,30,30.0,norm eq. self,0
agent017,381,34,33,31,31.0,norm,0
agent018,381,35,33,33,33.0,norm,0
agent019,381,32,32,31,31.0,norm,0
agent01a,381,34,33,31,31.0,norm,0
agent01b,381,33,33,31,31.0,norm,0
agent01c,381,34,33,33,33.0,norm,0
agent01d,381,35,33,33,33.0,norm,0
agent01e,381,34,33,32,32.0,norm,0
agent01f,381,33,32,31,31.0,norm,0
agent020,381,33,32,31,31.0,norm,0
agent021,381,36,33,33,33.0,norm,0
agent022,381,35,32,32,32.0,norm,0
agent023,381,31,32,31,31.0,norm eq. self,0
agent024,381,28,32,27,27.0,norm,0
agent025,381,34,33,33,33.0,norm,0
agent026,381,33,32,31,31.0,norm,0
agent027,381,33,33,31,31.0,norm,0
agent028,381,29,32,29,29.0,norm eq. self,0
agent029,381,32,32,31,31.0,norm,0
agent02a,381,33,32,31,31.0,norm,0
agent02b,381,32,32,31,31.0,norm,0
agent02c,381,35,33,32,32.0,norm,0
agent02d,381,34,32,32,32.0,norm,0
agent02e,381,32,33,31,31.0,norm,0
agent02f,381,33,32,31,31.0,norm,0
agent030,381,32,32,32,32.0,norm eq. self,0
agent031,381,34,32,32,32.0,norm,0
agent032,381,27,33,27,27.0,norm eq. self,0
agent033,381,34,32,31,31.0,norm,0
agent034,381,34,33,33,33.0,norm,0
agent035,381,32,33,31,31.0,norm,0
agent036,381,35,33,33,33.0,norm,0
agent037,381,32,32,31,31.0,norm,0
agent038,381,34,32,31,31.0,norm,0
agent039,381,34,32,33,33.0,norm,0
agent03a,381,31,33,30,30.0,norm,0
agent03b,381,35,32,32,32.0,norm,0
agent03c,381,35,33,33,33.0,norm,0
agent03d,381,32,34,31,31.0,norm,0
agent03e,381,33,32,31,31.0,norm,0
agent03f,381,28,32,28,28.0,norm eq. self,0
agent040,381,33,32,32,32.0,norm,0
agent041,381,30,32,30,30.0,norm eq. self,0
agent042,381,34,32,32,32.0,norm,0
agent043,381,34,32,32,32.0,norm,0
agent044,381,34,33,33,33.0,norm,0
agent045,381,33,32,32,32.0,norm,0
agent046,381,33,32,32,32.0,norm,0
agent047,381,34,32,32,32.0,norm,0
agent048,381,32,33,31,31.0,norm,0
agent049,381,32,32,31,31.0,norm,0
agent04a,381,32,33,31,31.0,norm,0
agent04b,381,34,33,32,32.0,norm,0
agent04c,381,32,32,31,31.0,norm,0
agent04d,381,33,32,32,32.0,norm,0
agent04e,381,28,33,27,27.0,norm,0
agent04f,381,33,33,31,31.0,norm,0
agent050,381,33,32,32,32.0,norm,0
agent051,381,32,33,32,32.0,norm eq. self,0
agent052,381,33,32,32,32.0,norm,0
agent053,381,33,32,32,32.0,norm,0
agent054,381,34,33,32,32.0,norm,0
agent055,381,32,32,31,31.0,norm,0
agent056,381,32,33,31,31.0,norm,0
agent057,381,32,32,31,31.0,norm,0
agent058,381,32,33,31,31.0,norm,0
agent059,381,34,32,32,32.0,norm,0
agent05a,381,33,33,31,31.0,norm,0
agent05b,381,33,32,31,31.0,norm,0
agent05c,381,33,33,31,31.0,norm,0
agent05d,381,32,33,31,31.0,norm,0
agent05e,381,33,33,31,31.0,norm,0
agent05f,381,34,32,32,32.0,norm,0
agent060,381,32,32,31,31.0,norm,0
agent061,381,33,33,32,32.0,norm,0
agent062,381,34,32,31,31.0,norm,0
agent063,381,35,32,33,33.0,norm,0
agent064,381,33,33,31,31.0,norm,0
agent065,381,30,33,30,30.0,norm eq. self,0
agent066,381,34,33,31,31.0,norm,0
agent067,381,33,32,32,32.0,norm,0
agent068,381,32,32,31,31.0,norm,0
agent069,381,33,32,31,31.0,norm,0
agent06a,381,33,32,31,31.0,norm,0
agent06b,381,34,33,32,32.0,norm,0
agent06c,381,34,33,31,31.0,norm,0
agent06d,381,32,33,31,31.0,norm,0
agent06e,381,32,33,31,31.0,norm,0
agent06f,381,32,32,32,32.0,norm eq. self,0
agent070,381,32,33,31,31.0,norm,0
agent071,381,30,32,30,30.0,norm eq. self,0
agent072,381,33,33,31,31.0,norm,0
agent073,381,32,33,31,31.0,norm,0
agent074,381,30,33,30,30.0,norm eq. self,0
agent075,381,32,32,31,31.0,norm,0
agent076,381,32,33,31,31.0,norm,0
agent077,381,27,33,26,26.0,norm,0
agent078,381,34,33,31,31.0,norm,0
agent079,381,33,33,31,31.0,norm,0
agent07a,381,33,32,32,32.0,norm,0
agent07b,381,32,33,31,31.0,norm,0
agent07c,381,35,33,33,33.0,norm,0
agent07d,381,28,33,27,27.0,norm,0
agent07e,381,34,34,31,31.0,norm,0
agent07f,381,34,32,31,31.0,norm,0
agent080,381,33,32,32,32.0,norm,0
agent081,381,28,32,27,27.0,norm,0
agent082,381,33,32,32,32.0,norm,0
agent083,381,32,33,31,31.0,norm,0
agent084,381,28,33,27,27.0,norm,0
agent085,381,27,34,26,26.0,norm,0
agent086,381,36,33,33,33.0,norm,0
agent087,381,31,32,31,31.0,norm eq. self,0
agent088,381,33,32,32,32.0,norm,0
agent089,381,29,32,29,29.0,norm eq. self,0
agent08a,381,29,32,29,29.0,norm eq. self,0
agent08b,381,34,32,31,31.0,norm,0
agent08c,381,33,32,31,31.0,norm,0
agent08d,381,33,32,31,31.0,norm,0
agent08e,381,33,32,31,31.0,norm,0
agent08f,381,32,32,31,31.0,norm,0
agent090,381,33,32,31,31.0,norm,0
agent091,381,32,32,31,31.0,norm,0
agent092,381,33,32,32,32.0,norm,0
agent093,381,32,34,31,31.0,norm,0
agent094,381,27,33,27,27.0,norm eq. self,0
agent095,381,30,32,30,30.0,norm eq. self,0
agent096,381,33,32,31,31.0,norm,0
agent097,381,33,32,32,32.0,norm,0
agent098,381,33,32,31,31.0,norm,0
agent099,381,32,32,31,31.0,norm,0
agent09a,381,35,32,32,32.0,norm,0
agent09b,381,36,33,33,33.0,norm,0
agent09c,381,30,32,30,30.0,norm eq. self,0
agent09d,381,32,32,31,31.0,norm,0
agent09e,381,34,32,31,31.0,norm,0
agent09f,381,34,32,33,33.0,norm,0
agent0a0,381,32,33,31,31.0,norm,0
agent0a1,381,32,33,31,31.0,norm,0
agent0a2,381,34,32,33,33.0,norm,0
agent0a3,381,32,33,31,31.0,norm,0
agent0a4,381,27,33,27,27.0,norm eq. self,0
agent0a5,381,29,32,29,29.0,norm eq. self,0
agent0a6,381,29,33,29,29.0,norm eq. self,0
agent0a7,381,32,33,31,31.0,norm,0
agent0a8,381,32,33,31,31.0,norm,0
agent0a9,381,32,32,31,31.0,norm,0
agent0aa,381,32,33,31,31.0,norm,0
agent0ab,381,33,32,31,31.0,norm,0
agent0ac,381,33,32,31,31.0,norm,0
agent0ad,381,33,33,31,31.0,norm,0
agent0ae,381,34,32,32,32.0,norm,0
agent0af,381,27,32,26,26.0,norm,0
agent0b0,381,32,33,31,31.0,norm,0
agent0b1,381,34,33,31,31.0,norm,0
agent0b2,381,32,32,31,31.0,norm,0
agent0b3,381,33,32,32,32.0,norm,0
agent0b4,381,28,33,27,27.0,norm,0
agent0b5,381,27,34,27,27.0,norm eq. self,0
agent0b6,381,30,32,30,30.0,norm eq. self,0
agent0b7,381,32,33,31,31.0,norm,0
agent0b8,381,33,32,31,31.0,norm,0
agent0b9,381,35,33,33,33.0,norm,0
agent0ba,381,33,33,31,31.0,norm,0
agent0bb,381,27,33,26,26.0,norm,0
agent0bc,381,33,32,31,31.0,norm,0
agent0bd,381,33,32,32,32.0,norm,0
agent0be,381,33,32,31,31.0,norm,0
agent0bf,381,30,32,30,30.0,norm eq. self,0
agent0c0,381,32,33,31,31.0,norm,0
agent0c1,381,32,33,31,31.0,norm,0
agent0c2,381,32,33,31,31.0,norm,0
agent0c3,381,33,33,32,32.0,norm,0
agent0c4,381,29,33,29,29.0,norm eq. self,0
agent0c5,381,29,33,29,29.0,norm eq. self,0
agent0c6,381,33,33,31,31.0,norm,0
agent0c7,381,35,32,32,32.0,norm,0
agent000,382,33,32,31,31.0,norm,0
agent001,382,32,34,31,31.0,norm,0
agent002,382,32,33,31,31.0,norm,0
agent003,382,28,32,27,27.0,norm,0
agent004,382,33,32,31,31.0,norm,0
agent005,382,32,33,31,31.0,norm,0
agent006,382,33,33,32,32.0,norm,0
agent007,382,28,33,28,28.0,norm eq. self,0
agent008,382,34,32,31,31.0,norm,0
agent009,382,29,32,29,29.0,norm eq. self,0
agent00a,382,31,32,31,31.0,norm eq. self,0
agent00b,382,32,32,31,31.0,norm,0
agent00c,382,32,33,31,31.0,norm,0
agent00d,382,35,33,33,33.0,norm,0
agent00e,382,35,33,33,33.0,norm,0
agent00f,382,33,32,31,31.0,norm,0
agent010,382,34,33,33,33.0,norm,0
agent011,382,32,33,31,31.0,norm,0
agent012,382,35,33,33,33.0,norm,0
agent013,382,30,32,30,30.0,norm eq. self,0
agent014,382,35,32,32,32.0,norm,0
agent015,382,34,32,32,32.0,norm,0
agent016,382,30,33,30,30.0,norm eq. self,0
agent017,382,34,33,31,31.0,norm,0
agent018,382,35,33,33,33.0,norm,0
agent019,382,32,32,31,31.0,norm,0
agent01a,382,34,33,31,31.0,norm,0
agent01b,382,33,33,31,31.0,norm,0
agent01c,382,34,33,33,33.0,norm,0
agent01d,382,35,33,33,33.0,norm,0
agent01e,382,34,33,32,32.0,norm,0
agent01f,382,33,32,31,31.0,norm,0
agent020,382,33,32,31,31.0,norm,0
agent021,382,36,33,33,33.0,norm,0
agent022,382,35,32,32,32.0,norm,0
agent023,382,31,32,31,31.0,norm eq. self,0
agent024,382,28,32,27,27.0,norm,0
agent025,382,34,33,33,33.0,norm,0
agent026,382,33,32,31,31.0,norm,0
agent027,382,33,33,31,31.0,norm,0
agent028,382,29,32,29,29.0,norm eq. self,0
agent029,382,32,32,31,31.0,norm,0
agent02a,382,33,32,31,31.0,norm,0
agent02b,382,32,32,31,31.0,norm,0
agent02c,382,35,33,32,32.0,norm,0
agent02d,382,34,32,32,32.0,norm,0
agent02e,382,32,33,31,31.0,norm,0
agent02f,382,33,32,31,31.0,norm,0
agent030,382,32,32,32,32.0,norm eq. self,0
agent031,382,34,32,32,32.0,norm,0
agent032,382,27,33,27,27.0,norm eq. self,0
agent033,382,34,32,31,31.0,norm,0
agent034,382,34,33,33,33.0,norm,0
agent035,382,32,33,31,31.0,norm,0
agent036,382,35,33,33,33.0,norm,0
agent037,382,32,32,31,31.0,norm,0
agent038,382,34,32,31,31.0,norm,0
agent039,382,34,32,33,33.0,norm,0
agent03a,382,31,33,30,30.0,norm,0
agent03b,382,35,32,32,32.0,norm,0
agent03c,382,35,33,33,33.0,norm,0
agent03d,382,32,34,31,31.0,norm,0
agent03e,382,33,32,31,31.0,norm,0
agent03f,382,28,32,28,28.0,norm eq. self,0
agent040,382,33,32,32,32.0,norm,0
agent041,382,30,32,30,30.0,norm eq. self,0
agent042,382,34,32,32,32.0,norm,0
agent043,382,34,32,32,32.0,norm,0
agent044,382,34,33,33,33.0,norm,0
agent045,382,33,32,32,32.0,norm,0
agent046,382,33,32,32,32.0,norm,0
agent047,382,34,32,32,32.0,norm,0
agent048,382,32,33,31,31.0,norm,0
agent049,382,32,32,31,31.0,norm,0
agent04a,382,32,33,31,31.0,norm,0
agent04b,382,34,33,32,32.0,norm,0
agent04c,382,32,32,31,31.0,norm,0
agent04d,382,33,32,32,32.0,norm,0
agent04e,382,28,33,27,27.0,norm,0
agent04f,382,33,33,31,31.0,norm,0
agent050,382,33,32,32,32.0,norm,0
agent051,382,32,33,32,32.0,norm eq. self,0
agent052,382,33,32,32,32.0,norm,0
agent053,382,33,32,32,32.0,norm,0
agent054,382,34,33,32,32.0,norm,0
agent055,382,32,32,31,31.0,norm,0
agent056,382,32,33,31,31.0,norm,0
agent057,382,32,32,31,31.0,norm,0
agent058,382,32,33,31,31.0,norm,0
agent059,382,34,32,32,32.0,norm,0
agent05a,382,33,33,31,31.0,norm,0
agent05b,382,33,32,31,31.0,norm,0
agent05c,382,33,33,31,31.0,norm,0
agent05d,382,32,33,31,31.0,norm,0
agent05e,382,33,33,31,31.0,norm,0
agent05f,382,34,32,32,32.0,norm,0
agent060,382,32,32,31,31.0,norm,0
agent061,382,33,33,32,32.0,norm,0
agent062,382,34,32,31,31.0,norm,0
agent063,382,35,32,33,33.0,norm,0
agent064,382,33,33,31,31.0,norm,0
agent065,382,30,33,30,30.0,norm eq. self,0
agent066,382,34,33,31,31.0,norm,0
agent067,382,33,32,32,32.0,norm,0
agent068,382,32,32,31,31.0,norm,0
agent069,382,33,32,31,31.0,norm,0
agent06a,382,33,32,31,31.0,norm,0
agent06b,382,34,33,32,32.0,norm,0
agent06c,382,34,33,31,31.0,norm,0
agent06d,382,32,33,31,31.0,norm,0
agent06e,382,32,33,31,31.0,norm,0
agent06f,382,32,32,32,32.0,norm eq. self,0
agent070,382,32,33,31,31.0,norm,0
agent071,382,30,32,30,30.0,norm eq. self,0
agent072,382,33,33,31,31.0,norm,0
agent073,382,32,33,31,31.0,norm,0
agent074,382,30,33,30,30.0,norm eq. self,0
agent075,382,32,32,31,31.0,norm,0
agent076,382,32,33,31,31.0,norm,0
agent077,382,27,33,26,26.0,norm,0
agent078,382,34,33,31,31.0,norm,0
agent079,382,33,33,31,31.0,norm,0
agent07a,382,33,32,32,32.0,norm,0
agent07b,382,32,33,31,31.0,norm,0
agent07c,382,35,33,33,33.0,norm,0
agent07d,382,28,33,27,27.0,norm,0
agent07e,382,34,34,31,31.0,norm,0
agent07f,382,34,32,31,31.0,norm,0
agent080,382,33,32,32,32.0,norm,0
agent081,382,28,32,27,27.0,norm,0
agent082,382,33,32,32,32.0,norm,0
agent083,382,32,33,31,31.0,norm,0
agent084,382,28,33,27,27.0,norm,0
agent085,382,27,34,26,26.0,norm,0
agent086,382,36,33,33,33.0,norm,0
agent087,382,31,32,31,31.0,norm eq. self,0
agent088,382,33,32,32,32.0,norm,0
agent089,382,29,32,29,29.0,norm eq. self,0
agent08a,382,29,32,29,29.0,norm eq. self,0
agent08b,382,34,32,31,31.0,norm,0
agent08c,382,33,32,31,31.0,norm,0
agent08d,382,33,32,31,31.0,norm,0
agent08e,382,33,32,31,31.0,norm,0
agent08f,382,32,32,31,31.0,norm,0
agent090,382,33,32,31,31.0,norm,0
agent091,382,32,32,31,31.0,norm,0
agent092,382,33,32,32,32.0,norm,0
agent093,382,32,34,31,31.0,norm,0
agent094,382,27,33,27,27.0,norm eq. self,0
agent095,382,30,32,30,30.0,norm eq. self,0
agent096,382,33,32,31,31.0,norm,0
agent097,382,33,32,32,32.0,norm,0
agent098,382,33,32,31,31.0,norm,0
agent099,382,32,32,31,31.0,norm,0
agent09a,382,35,32,32,32.0,norm,0
agent09b,382,36,33,33,33.0,norm,0
agent09c,382,30,32,30,30.0,norm eq. self,0
agent09d,382,32,32,31,31.0,norm,0
agent09e,382,34,32,31,31.0,norm,0
agent09f,382,34,32,33,33.0,norm,0
agent0a0,382,32,33,31,31.0,norm,0
agent0a1,382,32,33,31,31.0,norm,0
