iteration, 300
pop_size, 200
LNK_strat, RND
L2agg_strat, RND
dec_strat, QUART
popname, pop1(3-8).csv
netname, net1.csv
COMMF, 0.75

agent,iteration,layer1,layer2,decision,payoff,dec_base,change
agent005,3,32,10,32,32.0,self,2
agent006,3,29,30,29,29.0,self,2
agent007,3,6,27,6,6.0,self,1
agent008,3,45,26,43,43.0,norm,0
agent009,3,34,8,34,34.0,self,1
agent00a,3,21,33,21,21.0,self,1
agent00b,3,26,40,25,25.0,norm,0
agent00c,3,35,36,35,35.0,self,1
agent00d,3,18,52,18,18.0,self,2
agent00e,3,36,39,36,36.0,self,1
agent00f,3,27,25,24,24.0,norm,0
agent010,3,45,28,45,45.0,self,2
agent011,3,28,45,28,28.0,self,2
agent012,3,15,32,15,15.0,self,1
agent013,3,43,42,26,26.0,norm,14
agent014,3,24,34,24,24.0,self,3
agent015,3,20,25,20,20.0,self,1
agent016,3,33,45,33,33.0,self,1
agent017,3,42,43,36,36.0,norm,4
agent018,3,27,38,27,27.0,self,3
agent019,3,42,29,42,42.0,self,3
agent01a,3,25,19,24,24.0,norm,0
agent01b,3,18,35,18,18.0,self,1
agent01c,3,19,36,19,19.0,self,3
agent01d,3,44,10,44,44.0,self,3
agent01e,3,21,33,21,21.0,self,1
agent01f,3,44,40,44,44.0,self,1
agent020,3,51,23,51,51.0,self,3
agent021,3,11,34,11,11.0,self,2
agent022,3,32,47,32,32.0,self,3
agent023,3,18,36,36,36.0,norm,19
agent024,3,25,16,25,25.0,self,1
agent025,3,46,10,46,46.0,self,3
agent026,3,49,10,49,49.0,self,3
agent027,3,16,26,16,16.0,self,3
agent028,3,32,18,32,32.0,self,1
agent029,3,36,19,36,36.0,self,3
agent02a,3,35,5,35,35.0,self,2
